Text,Date,Time,Draft,Facebook,Twitter/X,LinkedIn,GBP,Instagram,Pinterest,TikTok,YouTube,Threads,Bluesky,Picture Url 1,Alt text picture 1,Brand name (Optional)
"coercive control looks like permission for a haircut. like a budget you don't see. like a phone he checks in his sleep. like friends he pruned for you. like a god he made of himself in your living room. it is abuse. it is illegal in some places and should be in all of them. and you are not exaggerating. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#coercivecontrol #emotionalabuse #financialabuse #domesticviolence #therewrite",08/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-12-coercive-control-101.png,he never hit me he just made sure i couldn't breathe,
"audrey wasn't being cute. she was being precise. the story you're telling yourself about what you can't do — read it again. slowly. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#audreyhepburn #impossible #quotestoliveby #classicelegance #mkparrish",08/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-12-i-m-possible.png,nothing is impossible the word itself says i'm possible — audrey hepburn,
"audrey wasn't being cute. she was being precise. the story you're telling yourself about what you can't do — read it again. slowly. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#audreyhepburn #impossible #quotestoliveby #classicelegance #mkparrish",08/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-12-script-i-m-possible.mp4,nothing is impossible the word itself says i'm possible — audrey hepburn,
"she gave us permission to do it scared. fear is not the disqualifier. fear is the weather. you go anyway. the women who built things weren't fearless — they were purposeful. the vision was louder than the doubt. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#audrelorde #courageousvision #powerfulwomen #philosophyoflife #mkparrish",09/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-13-power-in-service-of-vision.png,when i dare to be powerful to use my strength in service of my vision then it becomes less important whether i am afraid — audre lorde,
"abusers don't burn the village. they raise the price of admission. by the time you look up, the people who loved you most are the ones you owe the most apologies to. for the calls you didn't return. the dinners you bailed on. the way you got quiet at the table. they will forgive you. start with one. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#isolationabuse #rebuildingfriendships #survivor #therewrite",09/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-13-the-friends-you-lost.png,he didn't take your friends he made staying friends with you cost too much,
"she had a whole philosophy under that perfect exterior. quiet strength. chosen happiness. not the performance of it — the decision. one you can make today. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#audreyhepburn #happygirls #oldhollywoood #timelesswisdom #mkparrish",09/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-13-happy-girls.png,i believe that happy girls are the prettiest girls — audrey hepburn,
"she had a whole philosophy under that perfect exterior. quiet strength. chosen happiness. not the performance of it — the decision. one you can make today. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#audreyhepburn #happygirls #oldhollywoood #timelesswisdom #mkparrish",10/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-13-script-happy-girls.mp4,i believe that happy girls are the prettiest girls — audrey hepburn,
"nobody handed the pipeline to anyone. what looks like luck from the outside is invisible infrastructure. the email drafted six months ago. the framework built before anyone asked. the reputation that preceded the conversation. prepare like the room is already full. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#seneca #stoicwisdom #preparation #philosophyoflife #mkparrish",10/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-14-what-luck-actually-is.png,luck is what happens when preparation meets opportunity — seneca,
"when you can't write the whole story, write one true sentence. he was not safe. i was not crazy. i deserved better. that's a foundation. the rest of the book will come. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#onetruesentence #therewrite #healingjourney #survivor",10/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-14-one-true-sentence.png,start with one true sentence he was not safe,
"rumi wrote this in the 13th century. it doesn't need a PhD to understand. it needs quiet. the thing you want also wants you. get out of your own way. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#rumi #rumipoetry #whatyouseek #spiritualwisdom #mkparrish",11/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-14-what-you-seek.png,what you seek is seeking you — rumi,
"rumi wrote this in the 13th century. it doesn't need a PhD to understand. it needs quiet. the thing you want also wants you. get out of your own way. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#rumi #rumipoetry #whatyouseek #spiritualwisdom #mkparrish",11/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-14-script-what-you-seek.mp4,what you seek is seeking you — rumi,
"she wrote that in 1929. we are still negotiating the terms. financial autonomy isn't about the number. it's about the silence that comes with it. no permission needed. no apology for the dream. the room is real. the money is the key. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#virginiawoolf #financialfreedom #womenandmoney #philosophyoflife #mkparrish",11/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-15-the-room-of-one-s-own.png,a woman must have money and a room of her own — virginia woolf,
"consider the source. the people who needed you to doubt yourself were the ones profiting from your doubt. your gut was not the problem. your gut was the only honest thing in the room. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#trustyourself #survivor #narcissisticabuse #therewrite",12/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-15-trust-yourself-first.png,the people who told you you were crazy had a vested interest in your silence,
"not after you fix it. not once you've earned it. not when you're further along. right now. exactly as is. that's the whole message. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#brenebrown #worthy #wholehearted #selflove #mkparrish",12/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-15-you-are-worthy.png,you are imperfect you are wired for struggle but you are worthy of love and belonging — brené brown,
"not after you fix it. not once you've earned it. not when you're further along. right now. exactly as is. that's the whole message. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#brenebrown #worthy #wholehearted #selflove #mkparrish",12/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-15-script-you-are-worthy.mp4,you are imperfect you are wired for struggle but you are worthy of love and belonging — brené brown,
"you are allowed to be in the asking year. the not-knowing is not failure. it is the condition for the answer. most breakthroughs were preceded by a long confusion. stay in the question. the year that answers is coming. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#zoranealehurston #philosophyoflife #trust #seasons #mkparrish",13/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-16-years-that-answer.png,there are years that ask questions and years that answer — zora neale hurston,
"no contact is not closure. it's withdrawal. you will romanticize him on day three. you will draft a text on day seven. you will almost break on day fourteen. and on day thirty you will notice the lightness. it's not gone. but it's coming. hold the line. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#nocontact #leavingabuse #survivor #therewrite #healing",13/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-16-the-first-30-days.png,day one of no contact is the loudest silence of your life,
"the difference was never the circumstances. it was the decision to keep going after the circumstances broke her open. that decision is always available. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#beautaplin #unstoppable #shewasunstoppable #boldwomen #mkparrish",13/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-16-she-continued-on.png,she was unstoppable not because she had no failures or doubts but because she continued on despite them — beau taplin,
"the difference was never the circumstances. it was the decision to keep going after the circumstances broke her open. that decision is always available. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#beautaplin #unstoppable #shewasunstoppable #boldwomen #mkparrish",14/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-16-script-she-continued-on.mp4,she was unstoppable not because she had no failures or doubts but because she continued on despite them — beau taplin,
"the problem is rarely the circumstance. it's the frame. new eyes aren't optimism — they're a trained skill. five slides on perception as competitive advantage. this is what strategy looks like before it looks like strategy. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#marcelproust #perception #philosophyoflife #neweyes #mkparrish",14/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-17-new-eyes.png,the real voyage of discovery consists not in seeking new landscapes but in having new eyes — proust,
"before him you laughed louder. you wrote things. you wore the dress. you said the thing. she didn't die. she just got quiet. go back for her. she's been sitting on the curb of your old life this whole time. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#findyourselfagain #healingjourney #survivor #therewrite",14/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-17-who-you-were-before-him.png,there was a girl before him and she's still in there waiting to be picked up,
"sophia loren was one of the most photographed women in history and she knew the whole thing came from within. that's not a small observation. that's everything. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#sophialoren #innerbeauty #oldhollywoood #beautyquotes #mkparrish",15/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-17-beauty-is-how-you-feel.png,beauty is how you feel inside and it reflects in your eyes it is not something physical — sophia loren,
"sophia loren was one of the most photographed women in history and she knew the whole thing came from within. that's not a small observation. that's everything. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#sophialoren #innerbeauty #oldhollywoood #beautyquotes #mkparrish",15/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-17-script-beauty-is-how-you-feel.mp4,beauty is how you feel inside and it reflects in your eyes it is not something physical — sophia loren,
"no system. no framework. no positioning sprint. none of it substitutes for the work. the women i admire most are not the best marketed. they are the most relentless. tools are multipliers. they need something to multiply. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#mayaangelou #thework #discipline #philosophyoflife #mkparrish",15/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-18-nothing-without-it.png,nothing will work unless you do — maya angelou,
"when a woman finally tells you, she has already shrunk it for your comfort. believe the polite version. then sit with her until she can tell you the real one. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#believewomen #domesticviolenceawareness #survivor #therewrite",16/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-18-believe-her-the-first-time.png,she will only tell you the polite version believe her anyway,
"to become is to shed. every layer of performance. every borrowed expectation. the woman underneath is patient. she has been waiting for you to find her. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#katechopin #becomingher #literaryquotes #womenhood #mkparrish",16/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-18-she-became.png,she was becoming herself and daily casting aside that fictitious self which we assume like a garment — kate chopin,
"to become is to shed. every layer of performance. every borrowed expectation. the woman underneath is patient. she has been waiting for you to find her. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#katechopin #becomingher #literaryquotes #womenhood #mkparrish",16/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-18-script-she-became.mp4,she was becoming herself and daily casting aside that fictitious self which we assume like a garment — kate chopin,
"most people design their calendar. few design their life. deliberate living isn't minimalism or off-grid. it's the conscious choice of what you let in. what you protect. what you refuse. the woods are wherever you stop performing and start choosing. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#henrydavidthoreau #deliberatelife #intentionalliving #philosophyoflife #mkparrish",17/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-19-on-purpose.png,i went to the woods because i wished to live deliberately — henry david thoreau,
"love bombing is not love. it's a deposit. they're collecting interest later. when the cold comes, you will chase the warmth and call it your fault. it was the plan. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#lovebombing #narcissisticabuse #emotionalabuse #therewrite",17/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-19-love-bombing.png,the high was the bait the low was the point,
"this is who you are when you stop apologizing for your existence. clothed. covered. laughing. not at the future — at the fear of it. she knew something most of us are still learning. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#proverbs3125 #bibleverses #sheisclothed #faithoverfear #mkparrish",17/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-19-clothed-in-it.png,she is clothed with strength and dignity and she laughs without fear of the future — proverbs 31:25,
"this is who you are when you stop apologizing for your existence. clothed. covered. laughing. not at the future — at the fear of it. she knew something most of us are still learning. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#proverbs3125 #bibleverses #sheisclothed #faithoverfear #mkparrish",18/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-19-editorial-clothed-in-it.mp4,she is clothed with strength and dignity and she laughs without fear of the future — proverbs 31:25,
"the beautiful draft you won't publish. the project you keep perfecting instead of releasing. the version of yourself you're waiting to become before you begin. perfectionism is not high standards. it is fear with excellent taste. put it down. ship the thing. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#annelamott #perfectionism #donebetterthenperfect #philosophyoflife #mkparrish",18/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-20-put-it-down.png,perfectionism is the voice of the oppressor — anne lamott,
"family court is not a healing space. it is a performance. document everything. text in writing. screenshots backed up off your phone. find a lawyer who has handled coercive control. you will be told to be calm. be calm and be relentless. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#familycourt #domesticviolence #coercivecontrol #survivor #therewrite",18/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-20-what-family-court-won-t-tell-you.png,he will look calm and you will look hysterical it is the design,
"three words. three of the most radical instructions ever written. in a world that rewards movement and penalizes pause — be still. just try it for one day. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#psalm4610 #bestill #bibleverses #faithandpeace #mkparrish",19/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-20-be-still.png,be still and know that i am god — psalm 46:10,
"three words. three of the most radical instructions ever written. in a world that rewards movement and penalizes pause — be still. just try it for one day. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#psalm4610 #bestill #bibleverses #faithandpeace #mkparrish",19/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-20-editorial-be-still.mp4,be still and know that i am god — psalm 46:10,
"the most expensive thing most people spend is attention on things they cannot touch. the past is a record. the future is a bet. the present is the only place work actually happens. every luxury you are building lives here. stay. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#marcusaurelius #stoicwisdom #presentmoment #philosophyoflife #mkparrish",19/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-21-the-luxury-of-now.png,confine yourself to the present — marcus aurelius,
"you will flinch at a slammed cabinet for years. you will brace at a familiar cologne. that's not weakness. that's a nervous system that learned to survive a person. it will recalibrate. give it time it didn't get the first time. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#thebodykeepsscore #traumaresponse #healing #survivor #therewrite",20/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-21-the-body-keeps-score.png,"your body remembered him before your mind let you,",
"the version of you who reads this on a hard day needed it. the uncertainty you're in is not the ending. it is the setup. trust what is being built. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#jeremiah2911 #bibleverses #trusttheprocess #purposedriven #mkparrish",20/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-21-plans-for-you.png,for i know the plans i have for you plans to prosper you and not to harm you — jeremiah 29:11,
"the version of you who reads this on a hard day needed it. the uncertainty you're in is not the ending. it is the setup. trust what is being built. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#jeremiah2911 #bibleverses #trusttheprocess #purposedriven #mkparrish",20/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-21-editorial-plans-for-you.mp4,for i know the plans i have for you plans to prosper you and not to harm you — jeremiah 29:11,
"the most precise work is also the most beautiful. not because we decorated it — because we removed everything that wasn't true. taste is not decoration. it is the discipline of elimination. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#johnkeats #beautyistruth #aesthetics #philosophyoflife #mkparrish",21/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-22-the-aesthetic-principle.png,beauty is truth truth beauty — keats,
"you weren't an angry woman. you were a woman who finally figured out what was being done to her. anger is not a flaw. it's a compass. follow it home. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#righteousanger #survivor #therewrite #healingjourney",21/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-22-your-anger-is-information.png,your anger is not the problem it's the proof,
"proof that nature does not wait for perfect conditions. neither should you. what you're growing right now in the least ideal circumstances — that's the most impressive version of the story. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#tupacshakur #rosefromconcrete #resilience #hiphoppoetry #mkparrish",21/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-22-the-rose.png,did you hear about the rose that grew from a crack in the concrete? — tupac shakur,
"proof that nature does not wait for perfect conditions. neither should you. what you're growing right now in the least ideal circumstances — that's the most impressive version of the story. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#tupacshakur #rosefromconcrete #resilience #hiphoppoetry #mkparrish",22/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-22-editorial-the-rose.mp4,did you hear about the rose that grew from a crack in the concrete? — tupac shakur,
"five slides on what freedom actually looks like in practice. not abstract. not romantic. the freedom of the woman who knows her worth before the offer comes. who doesn't negotiate from desperation. whose standards precede the conversation. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#albertcamus #freedom #philosophyoflife #rebel #mkparrish",22/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-23-absolutely-free.png,the only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion — albert camus,
"the woman everyone leans on is the woman nobody checks on. she will tell you she's fine because she's been performing fine since she was seven. ask twice. mean it. let the silence get long. she'll fill it eventually. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#checkonyourstrongfriend #sufferinginsilence #survivor #therewrite",22/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-23-the-strong-friend.png,the strong friend is not okay she's just well-rehearsed,
"three words carrying centuries. maya didn't need more. she knew the weight of what she was saying and trusted you to feel it. still. you. rise. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#mayaangelou #stillirise #poetry #powerfulwoman #mkparrish",23/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-23-still-i-rise.png,still i rise — maya angelou,
"three words carrying centuries. maya didn't need more. she knew the weight of what she was saying and trusted you to feel it. still. you. rise. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#mayaangelou #stillirise #poetry #powerfulwoman #mkparrish",23/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-23-editorial-still-i-rise.mp4,still i rise — maya angelou,
"i have tried the quiet. the edited life. the version of myself that asked fewer questions and wanted less. peace doesn't live in the retreat. it lives on the other side of the thing you've been avoiding. walk into it. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#virginiawoolf #philosophyoflife #innerpeace #faceit #mkparrish",23/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-24-through-it.png,you cannot find peace by avoiding life — virginia woolf,
